Member_number,Date,itemDescription,Month,Year,Transaction_ID
3113,2015-03-05,coffee,3,2015,3113_2015-03-05
1135,2015-04-29,milk,4,2015,1135_2015-04-29
1394,2015-02-14,milk,2,2015,1394_2015-02-14
2381,2015-01-13,sausage,1,2015,2381_2015-01-13
4110,2015-11-28,milk,11,2015,4110_2015-11-28
4043,2015-01-21,frankfurter,1,2015,4043_2015-01-21
3491,2015-06-06,fruit/vegetable juice,6,2015,3491_2015-06-06
2044,2015-12-16,meat,12,2015,2044_2015-12-16
4191,2015-04-28,other vegetables,4,2015,4191_2015-04-28
1312,2015-05-18,frankfurter,5,2015,1312_2015-05-18
2191,2015-11-10,specialty cheese,11,2015,2191_2015-11-10
1032,2015-08-23,yogurt,8,2015,1032_2015-08-23
3790,2015-10-28,chicken,10,2015,3790_2015-10-28
3588,2015-08-19,milk,8,2015,3588_2015-08-19
4598,2015-03-18,curd,3,2015,4598_2015-03-18
3394,2015-06-15,pastry,6,2015,3394_2015-06-15
2202,2015-06-24,frankfurter,6,2015,2202_2015-06-24
2431,2015-07-18,chicken,7,2015,2431_2015-07-18
4207,2015-03-17,frozen dessert,3,2015,4207_2015-03-17
2580,2015-10-24,tropical fruit,10,2015,2580_2015-10-24
4825,2015-06-09,tropical fruit,6,2015,4825_2015-06-09
4368,2015-10-12,sausage,10,2015,4368_2015-10-12
4852,2015-06-17,milk,6,2015,4852_2015-06-17
1595,2015-06-20,finished products,6,2015,1595_2015-06-20
1678,2015-09-14,pork,9,2015,1678_2015-09-14
4667,2015-05-07,beef,5,2015,4667_2015-05-07
2631,2015-09-27,sausage,9,2015,2631_2015-09-27
1623,2015-03-01,citrus fruit,3,2015,1623_2015-03-01
1784,2015-05-26,pip fruit,5,2015,1784_2015-05-26
2379,2015-09-19,soda,9,2015,2379_2015-09-19
4361,2015-01-27,other vegetables,1,2015,4361_2015-01-27
3419,2015-07-25,tropical fruit,7,2015,3419_2015-07-25
1286,2015-08-12,milk,8,2015,1286_2015-08-12
1236,2015-05-11,milk,5,2015,1236_2015-05-11
3585,2015-03-06,ham,3,2015,3585_2015-03-06
4773,2015-11-09,tropical fruit,11,2015,4773_2015-11-09
4114,2015-04-05,canned beer,4,2015,4114_2015-04-05
4700,2015-03-16,ham,3,2015,4700_2015-03-16
4120,2015-12-01,chicken,12,2015,4120_2015-12-01
3416,2015-07-07,grapes,7,2015,3416_2015-07-07
1038,2015-04-02,milk,4,2015,1038_2015-04-02
3267,2015-01-18,frankfurter,1,2015,3267_2015-01-18
3402,2015-01-06,curd,1,2015,3402_2015-01-06
3013,2015-08-21,bottled beer,8,2015,3013_2015-08-21
4807,2015-01-27,beef,1,2015,4807_2015-01-27
2172,2015-03-02,citrus fruit,3,2015,2172_2015-03-02
1388,2015-04-03,UHT-milk,4,2015,1388_2015-04-03
3309,2015-01-21,salty snack,1,2015,3309_2015-01-21
2194,2015-06-05,canned beer,6,2015,2194_2015-06-05
4603,2015-01-21,pork,1,2015,4603_2015-01-21
1631,2015-02-05,domestic eggs,2,2015,1631_2015-02-05
2712,2015-09-11,other vegetables,9,2015,2712_2015-09-11
2757,2015-04-28,beef,4,2015,2757_2015-04-28
4761,2015-09-08,sausage,9,2015,4761_2015-09-08
2688,2015-11-22,dish cleaner,11,2015,2688_2015-11-22
2458,2015-08-23,frankfurter,8,2015,2458_2015-08-23
4087,2015-08-26,frankfurter,8,2015,4087_2015-08-26
4677,2015-10-15,frankfurter,10,2015,4677_2015-10-15
3250,2015-04-12,tropical fruit,4,2015,3250_2015-04-12
3488,2015-08-19,frankfurter,8,2015,3488_2015-08-19
1679,2015-06-24,other vegetables,6,2015,1679_2015-06-24
4820,2015-07-23,milk,7,2015,4820_2015-07-23
2079,2015-05-16,soda,5,2015,2079_2015-05-16
2460,2015-10-27,chicken,10,2015,2460_2015-10-27
4286,2015-06-06,other vegetables,6,2015,4286_2015-06-06
3050,2015-08-10,milk,8,2015,3050_2015-08-10
2888,2015-09-05,sausage,9,2015,2888_2015-09-05
2376,2015-05-28,sausage,5,2015,2376_2015-05-28
4748,2015-03-23,pork,3,2015,4748_2015-03-23
2311,2015-06-06,bottled water,6,2015,2311_2015-06-06
4765,2015-07-05,butter milk,7,2015,4765_2015-07-05
4199,2015-08-04,soda,8,2015,4199_2015-08-04
2592,2015-03-20,chicken,3,2015,2592_2015-03-20
1403,2015-05-15,frankfurter,5,2015,1403_2015-05-15
4031,2015-01-03,frankfurter,1,2015,4031_2015-01-03
1416,2015-03-04,sausage,3,2015,1416_2015-03-04
4022,2015-04-24,chicken,4,2015,4022_2015-04-24
3674,2015-03-22,beverages,3,2015,3674_2015-03-22
3430,2015-04-16,fruit/vegetable juice,4,2015,3430_2015-04-16
1113,2015-03-29,pork,3,2015,1113_2015-03-29
4178,2015-01-22,frankfurter,1,2015,4178_2015-01-22
4037,2015-05-09,soda,5,2015,4037_2015-05-09
3917,2015-09-13,whipped/sour cream,9,2015,3917_2015-09-13
4658,2015-07-14,sausage,7,2015,4658_2015-07-14
1408,2015-07-23,root vegetables,7,2015,1408_2015-07-23
4940,2015-04-17,liquor,4,2015,4940_2015-04-17
1639,2015-10-10,frankfurter,10,2015,1639_2015-10-10
4139,2015-11-26,coffee,11,2015,4139_2015-11-26
2799,2015-06-17,butter,6,2015,2799_2015-06-17
4041,2015-10-16,soda,10,2015,4041_2015-10-16
3508,2015-02-07,seasonal products,2,2015,3508_2015-02-07
1584,2015-03-11,frankfurter,3,2015,1584_2015-03-11
4006,2015-07-02,canned beer,7,2015,4006_2015-07-02
4593,2015-04-07,other vegetables,4,2015,4593_2015-04-07
4875,2015-08-22,pastry,8,2015,4875_2015-08-22
2534,2015-08-09,pet care,8,2015,2534_2015-08-09
2413,2015-12-13,baking powder,12,2015,2413_2015-12-13
1909,2015-01-10,sausage,1,2015,1909_2015-01-10
4367,2015-11-15,sugar,11,2015,4367_2015-11-15
4240,2015-10-28,pet care,10,2015,4240_2015-10-28
1866,2015-11-08,pet care,11,2015,1866_2015-11-08
3905,2015-06-19,berries,6,2015,3905_2015-06-19
4906,2015-09-16,tropical fruit,9,2015,4906_2015-09-16
4478,2015-12-04,soda,12,2015,4478_2015-12-04
2765,2015-07-22,beef,7,2015,2765_2015-07-22
4178,2015-11-13,tropical fruit,11,2015,4178_2015-11-13
4330,2015-06-22,finished products,6,2015,4330_2015-06-22
1659,2015-03-25,chewing gum,3,2015,1659_2015-03-25
2406,2015-10-24,curd,10,2015,2406_2015-10-24
3465,2015-01-15,chicken,1,2015,3465_2015-01-15
3178,2015-10-22,bottled beer,10,2015,3178_2015-10-22
2218,2015-07-02,herbs,7,2015,2218_2015-07-02
3980,2015-04-09,yogurt,4,2015,3980_2015-04-09
2519,2015-03-14,sausage,3,2015,2519_2015-03-14
2568,2015-10-09,sausage,10,2015,2568_2015-10-09
1130,2015-01-15,tropical fruit,1,2015,1130_2015-01-15
1231,2015-05-20,white wine,5,2015,1231_2015-05-20
2654,2015-09-22,frankfurter,9,2015,2654_2015-09-22
3913,2015-03-21,canned beer,3,2015,3913_2015-03-21
3276,2015-02-23,chicken,2,2015,3276_2015-02-23
4094,2015-03-30,turkey,3,2015,4094_2015-03-30
3997,2015-07-19,curd cheese,7,2015,3997_2015-07-19
2313,2015-02-18,berries,2,2015,2313_2015-02-18
2716,2015-09-10,tropical fruit,9,2015,2716_2015-09-10
3923,2015-01-27,frankfurter,1,2015,3923_2015-01-27
4541,2015-04-18,coffee,4,2015,4541_2015-04-18
4524,2015-08-26,milk,8,2015,4524_2015-08-26
1750,2015-02-08,onions,2,2015,1750_2015-02-08
1527,2015-12-30,domestic eggs,12,2015,1527_2015-12-30
1379,2015-07-01,other vegetables,7,2015,1379_2015-07-01
2380,2015-10-09,hamburger meat,10,2015,2380_2015-10-09
3259,2015-09-02,sausage,9,2015,3259_2015-09-02
3268,2015-07-13,citrus fruit,7,2015,3268_2015-07-13
3117,2015-03-03,pork,3,2015,3117_2015-03-03
1972,2015-06-02,pork,6,2015,1972_2015-06-02
1154,2015-04-06,root vegetables,4,2015,1154_2015-04-06
2408,2015-03-25,sausage,3,2015,2408_2015-03-25
2400,2015-03-22,bottled beer,3,2015,2400_2015-03-22
1286,2015-03-08,herbs,3,2015,1286_2015-03-08
3505,2015-07-21,soda,7,2015,3505_2015-07-21
4503,2015-12-19,tropical fruit,12,2015,4503_2015-12-19
4292,2015-03-27,sausage,3,2015,4292_2015-03-27
4906,2015-09-30,soda,9,2015,4906_2015-09-30
2745,2015-04-08,tropical fruit,4,2015,2745_2015-04-08
4682,2015-05-17,sausage,5,2015,4682_2015-05-17
2553,2015-02-01,milk,2,2015,2553_2015-02-01
3985,2015-02-18,beverages,2,2015,3985_2015-02-18
2741,2015-09-28,liver loaf,9,2015,2741_2015-09-28
2642,2015-04-01,frankfurter,4,2015,2642_2015-04-01
1873,2015-02-14,yogurt,2,2015,1873_2015-02-14
3738,2015-07-15,other vegetables,7,2015,3738_2015-07-15
2042,2015-11-17,yogurt,11,2015,2042_2015-11-17
4669,2015-05-27,milk,5,2015,4669_2015-05-27
2045,2015-08-16,pork,8,2015,2045_2015-08-16
3450,2015-10-03,berries,10,2015,3450_2015-10-03
2225,2015-03-12,berries,3,2015,2225_2015-03-12
2290,2015-09-10,other vegetables,9,2015,2290_2015-09-10
4494,2015-11-02,chicken,11,2015,4494_2015-11-02
3539,2015-01-24,root vegetables,1,2015,3539_2015-01-24
1002,2015-04-26,tropical fruit,4,2015,1002_2015-04-26
3222,2015-08-05,citrus fruit,8,2015,3222_2015-08-05
1711,2015-11-22,frankfurter,11,2015,1711_2015-11-22
2436,2015-11-24,misc. beverages,11,2015,2436_2015-11-24
2888,2015-12-20,pip fruit,12,2015,2888_2015-12-20
4665,2015-02-26,sausage,2,2015,4665_2015-02-26
2977,2015-01-03,rolls/buns,1,2015,2977_2015-01-03
3052,2015-07-04,citrus fruit,7,2015,3052_2015-07-04
4943,2015-07-28,sausage,7,2015,4943_2015-07-28
1323,2015-11-03,syrup,11,2015,1323_2015-11-03
1604,2015-11-04,pip fruit,11,2015,1604_2015-11-04
2794,2015-09-12,milk,9,2015,2794_2015-09-12
2253,2015-07-21,frankfurter,7,2015,2253_2015-07-21
2873,2015-09-03,other vegetables,9,2015,2873_2015-09-03
2707,2015-06-22,bottled water,6,2015,2707_2015-06-22
2718,2015-01-25,milk,1,2015,2718_2015-01-25
3711,2015-07-08,milk,7,2015,3711_2015-07-08
2960,2015-02-17,finished products,2,2015,2960_2015-02-17
1702,2015-01-14,milk,1,2015,1702_2015-01-14
4347,2015-03-07,pork,3,2015,4347_2015-03-07
2913,2015-07-04,chocolate marshmallow,7,2015,2913_2015-07-04
3893,2015-04-15,root vegetables,4,2015,3893_2015-04-15
1950,2015-10-23,sausage,10,2015,1950_2015-10-23
3205,2015-03-20,sausage,3,2015,3205_2015-03-20
1943,2015-03-24,bottled water,3,2015,1943_2015-03-24
3604,2015-05-18,frankfurter,5,2015,3604_2015-05-18
2048,2015-12-16,pork,12,2015,2048_2015-12-16
2176,2015-08-08,frozen meals,8,2015,2176_2015-08-08
2659,2015-06-15,tropical fruit,6,2015,2659_2015-06-15
3841,2015-02-01,ham,2,2015,3841_2015-02-01
1077,2015-09-12,tropical fruit,9,2015,1077_2015-09-12
2403,2015-11-28,milk,11,2015,2403_2015-11-28
3324,2015-08-24,milk,8,2015,3324_2015-08-24
4976,2015-07-11,misc. beverages,7,2015,4976_2015-07-11
3894,2015-11-06,finished products,11,2015,3894_2015-11-06
3718,2015-10-18,berries,10,2015,3718_2015-10-18
3652,2015-09-18,other vegetables,9,2015,3652_2015-09-18
4867,2015-01-03,berries,1,2015,4867_2015-01-03
1845,2015-05-28,onions,5,2015,1845_2015-05-28
2233,2015-08-28,yogurt,8,2015,2233_2015-08-28
1958,2015-07-03,berries,7,2015,1958_2015-07-03
1535,2015-01-14,shopping bags,1,2015,1535_2015-01-14
2187,2015-08-16,milk,8,2015,2187_2015-08-16
4557,2015-10-19,turkey,10,2015,4557_2015-10-19
1482,2015-02-21,pip fruit,2,2015,1482_2015-02-21
4614,2015-06-07,pip fruit,6,2015,4614_2015-06-07
1341,2015-09-16,other vegetables,9,2015,1341_2015-09-16
4768,2015-03-13,hamburger meat,3,2015,4768_2015-03-13
3683,2015-12-04,pork,12,2015,3683_2015-12-04
3471,2015-05-29,pastry,5,2015,3471_2015-05-29
4698,2015-10-25,newspapers,10,2015,4698_2015-10-25
4134,2015-11-28,canned beer,11,2015,4134_2015-11-28
1357,2015-07-28,ham,7,2015,1357_2015-07-28
2617,2015-05-22,milk,5,2015,2617_2015-05-22
2834,2015-12-26,beef,12,2015,2834_2015-12-26
1921,2015-10-25,pip fruit,10,2015,1921_2015-10-25
1248,2015-08-25,beef,8,2015,1248_2015-08-25
3945,2015-10-04,seasonal products,10,2015,3945_2015-10-04
2265,2015-07-29,other vegetables,7,2015,2265_2015-07-29
1046,2015-06-18,milk,6,2015,1046_2015-06-18
1484,2015-02-24,root vegetables,2,2015,1484_2015-02-24
3355,2015-10-18,pork,10,2015,3355_2015-10-18
4563,2015-05-16,pork,5,2015,4563_2015-05-16
4255,2015-08-15,newspapers,8,2015,4255_2015-08-15
3741,2015-11-21,rolls/buns,11,2015,3741_2015-11-21
2990,2015-08-12,beef,8,2015,2990_2015-08-12
1655,2015-11-20,sausage,11,2015,1655_2015-11-20
1878,2015-02-22,brown bread,2,2015,1878_2015-02-22
3877,2015-01-11,pork,1,2015,3877_2015-01-11
3370,2015-11-12,root vegetables,11,2015,3370_2015-11-12
3084,2015-04-19,hamburger meat,4,2015,3084_2015-04-19
1472,2015-07-06,root vegetables,7,2015,1472_2015-07-06
3160,2015-01-22,chewing gum,1,2015,3160_2015-01-22
1854,2015-07-26,other vegetables,7,2015,1854_2015-07-26
4113,2015-07-19,tropical fruit,7,2015,4113_2015-07-19
1551,2015-08-11,frankfurter,8,2015,1551_2015-08-11
3195,2015-01-30,canned beer,1,2015,3195_2015-01-30
1170,2015-12-01,chicken,12,2015,1170_2015-12-01
2653,2015-12-07,milk,12,2015,2653_2015-12-07
3494,2015-07-04,citrus fruit,7,2015,3494_2015-07-04
4787,2015-05-25,pork,5,2015,4787_2015-05-25
2008,2015-10-21,milk,10,2015,2008_2015-10-21
3692,2015-02-20,hamburger meat,2,2015,3692_2015-02-20
1016,2015-04-23,soft cheese,4,2015,1016_2015-04-23
4667,2015-02-23,sausage,2,2015,4667_2015-02-23
4191,2015-05-10,pork,5,2015,4191_2015-05-10
2015,2015-05-12,pork,5,2015,2015_2015-05-12
3002,2015-02-19,tropical fruit,2,2015,3002_2015-02-19
4068,2015-01-10,frankfurter,1,2015,4068_2015-01-10
4432,2015-09-25,canned beer,9,2015,4432_2015-09-25
3406,2015-05-17,sausage,5,2015,3406_2015-05-17
1844,2015-02-10,root vegetables,2,2015,1844_2015-02-10
4793,2015-02-24,soda,2,2015,4793_2015-02-24
3363,2015-05-18,canned beer,5,2015,3363_2015-05-18
2160,2015-10-06,bottled beer,10,2015,2160_2015-10-06
1448,2015-03-19,pork,3,2015,1448_2015-03-19
1346,2015-05-08,pip fruit,5,2015,1346_2015-05-08
3863,2015-06-13,brown bread,6,2015,3863_2015-06-13
4611,2015-03-08,other vegetables,3,2015,4611_2015-03-08
1368,2015-07-15,beef,7,2015,1368_2015-07-15
1808,2015-02-04,long life bakery product,2,2015,1808_2015-02-04
4589,2015-12-08,sausage,12,2015,4589_2015-12-08
2814,2015-10-21,onions,10,2015,2814_2015-10-21
4848,2015-06-23,pork,6,2015,4848_2015-06-23
3454,2015-12-17,frankfurter,12,2015,3454_2015-12-17
1118,2015-07-27,ham,7,2015,1118_2015-07-27
1863,2015-02-11,tropical fruit,2,2015,1863_2015-02-11
3154,2015-01-05,rolls/buns,1,2015,3154_2015-01-05
3251,2015-12-26,frankfurter,12,2015,3251_2015-12-26
4964,2015-11-30,milk,11,2015,4964_2015-11-30
4537,2015-12-20,other vegetables,12,2015,4537_2015-12-20
2063,2015-11-27,root vegetables,11,2015,2063_2015-11-27
4873,2015-04-27,rolls/buns,4,2015,4873_2015-04-27
1841,2015-05-10,pip fruit,5,2015,1841_2015-05-10
4420,2015-02-25,rolls/buns,2,2015,4420_2015-02-25
3593,2015-08-27,frankfurter,8,2015,3593_2015-08-27
4123,2015-12-14,frankfurter,12,2015,4123_2015-12-14
4571,2015-04-05,citrus fruit,4,2015,4571_2015-04-05
4503,2015-11-26,pastry,11,2015,4503_2015-11-26
4526,2015-01-18,other vegetables,1,2015,4526_2015-01-18
2241,2015-10-18,ham,10,2015,2241_2015-10-18
3694,2015-12-17,cat food,12,2015,3694_2015-12-17
4988,2015-12-20,pork,12,2015,4988_2015-12-20
4327,2015-04-26,citrus fruit,4,2015,4327_2015-04-26
2061,2015-12-15,sausage,12,2015,2061_2015-12-15
3345,2015-09-30,soda,9,2015,3345_2015-09-30
1937,2015-01-19,citrus fruit,1,2015,1937_2015-01-19
2055,2015-11-08,other vegetables,11,2015,2055_2015-11-08
4362,2015-05-08,ham,5,2015,4362_2015-05-08
4716,2015-03-01,sausage,3,2015,4716_2015-03-01
4657,2015-01-14,sausage,1,2015,4657_2015-01-14
3281,2015-06-16,sausage,6,2015,3281_2015-06-16
3252,2015-02-15,sausage,2,2015,3252_2015-02-15
4410,2015-10-05,hygiene articles,10,2015,4410_2015-10-05
4396,2015-06-12,beef,6,2015,4396_2015-06-12
3683,2015-12-05,canned beer,12,2015,3683_2015-12-05
2493,2015-08-07,onions,8,2015,2493_2015-08-07
1788,2015-04-15,sausage,4,2015,1788_2015-04-15
1846,2015-05-18,sausage,5,2015,1846_2015-05-18
4685,2015-11-04,yogurt,11,2015,4685_2015-11-04
2237,2015-02-09,chicken,2,2015,2237_2015-02-09
3755,2015-09-28,beef,9,2015,3755_2015-09-28
1280,2015-08-12,UHT-milk,8,2015,1280_2015-08-12
4019,2015-08-06,pork,8,2015,4019_2015-08-06
4875,2015-10-03,tropical fruit,10,2015,4875_2015-10-03
3552,2015-09-02,canned vegetables,9,2015,3552_2015-09-02
3134,2015-06-07,tropical fruit,6,2015,3134_2015-06-07
4797,2015-07-04,sausage,7,2015,4797_2015-07-04
1443,2015-03-04,frankfurter,3,2015,1443_2015-03-04
2171,2015-03-31,rolls/buns,3,2015,2171_2015-03-31
4153,2015-05-27,pickled vegetables,5,2015,4153_2015-05-27
2476,2015-05-05,citrus fruit,5,2015,2476_2015-05-05
1550,2015-05-14,potato products,5,2015,1550_2015-05-14
1885,2015-12-25,turkey,12,2015,1885_2015-12-25
2592,2015-10-01,sausage,10,2015,2592_2015-10-01
4607,2015-11-17,white wine,11,2015,4607_2015-11-17
3600,2015-11-26,hamburger meat,11,2015,3600_2015-11-26
2848,2015-11-15,chicken,11,2015,2848_2015-11-15
4160,2015-04-19,turkey,4,2015,4160_2015-04-19
2800,2015-02-02,dessert,2,2015,2800_2015-02-02
4882,2015-10-31,tropical fruit,10,2015,4882_2015-10-31
1908,2015-06-10,beef,6,2015,1908_2015-06-10
2045,2015-12-07,pork,12,2015,2045_2015-12-07
4728,2015-02-15,white bread,2,2015,4728_2015-02-15
4680,2015-08-22,root vegetables,8,2015,4680_2015-08-22
4780,2015-04-05,frankfurter,4,2015,4780_2015-04-05
1107,2015-05-06,citrus fruit,5,2015,1107_2015-05-06
3329,2015-02-21,rolls/buns,2,2015,3329_2015-02-21
4122,2015-04-24,tropical fruit,4,2015,4122_2015-04-24
2690,2015-11-04,cream cheese ,11,2015,2690_2015-11-04
2186,2015-02-14,sausage,2,2015,2186_2015-02-14
4871,2015-11-15,turkey,11,2015,4871_2015-11-15
1608,2015-02-21,frankfurter,2,2015,1608_2015-02-21
1116,2015-07-23,chicken,7,2015,1116_2015-07-23
1566,2015-11-19,tropical fruit,11,2015,1566_2015-11-19
3629,2015-04-13,chicken,4,2015,3629_2015-04-13
1835,2015-04-01,root vegetables,4,2015,1835_2015-04-01
1853,2015-02-03,chicken,2,2015,1853_2015-02-03
1880,2015-09-15,bottled beer,9,2015,1880_2015-09-15
2476,2015-12-04,ketchup,12,2015,2476_2015-12-04
1349,2015-05-10,canned beer,5,2015,1349_2015-05-10
3284,2015-01-28,tropical fruit,1,2015,3284_2015-01-28
1660,2015-07-26,beef,7,2015,1660_2015-07-26
1866,2015-02-15,milk,2,2015,1866_2015-02-15
1678,2015-08-23,bottled water,8,2015,1678_2015-08-23
2327,2015-08-04,pork,8,2015,2327_2015-08-04
4710,2015-05-09,pork,5,2015,4710_2015-05-09
4563,2015-06-27,pip fruit,6,2015,4563_2015-06-27
4555,2015-03-31,specialty chocolate,3,2015,4555_2015-03-31
4160,2015-06-12,citrus fruit,6,2015,4160_2015-06-12
2006,2015-12-08,frankfurter,12,2015,2006_2015-12-08
3120,2015-06-12,sausage,6,2015,3120_2015-06-12
3750,2015-02-28,root vegetables,2,2015,3750_2015-02-28
4985,2015-12-26,root vegetables,12,2015,4985_2015-12-26
2108,2015-08-11,tropical fruit,8,2015,2108_2015-08-11
2072,2015-02-19,pip fruit,2,2015,2072_2015-02-19
2391,2015-06-27,sausage,6,2015,2391_2015-06-27
1047,2015-01-04,curd,1,2015,1047_2015-01-04
2464,2015-07-19,beef,7,2015,2464_2015-07-19
2029,2015-07-08,frankfurter,7,2015,2029_2015-07-08
3704,2015-01-22,root vegetables,1,2015,3704_2015-01-22
1807,2015-12-18,frankfurter,12,2015,1807_2015-12-18
2337,2015-08-15,hamburger meat,8,2015,2337_2015-08-15
4614,2015-10-24,vinegar,10,2015,4614_2015-10-24
4105,2015-05-29,tropical fruit,5,2015,4105_2015-05-29
2600,2015-05-12,pip fruit,5,2015,2600_2015-05-12
4335,2015-10-12,citrus fruit,10,2015,4335_2015-10-12
4582,2015-11-13,fruit/vegetable juice,11,2015,4582_2015-11-13
3306,2015-12-29,frankfurter,12,2015,3306_2015-12-29
4789,2015-09-11,milk,9,2015,4789_2015-09-11
4744,2015-01-20,hamburger meat,1,2015,4744_2015-01-20
3029,2015-05-31,long life bakery product,5,2015,3029_2015-05-31
1144,2015-01-28,soda,1,2015,1144_2015-01-28
2273,2015-11-27,hamburger meat,11,2015,2273_2015-11-27
1475,2015-12-17,frankfurter,12,2015,1475_2015-12-17
1173,2015-10-22,hard cheese,10,2015,1173_2015-10-22
2148,2015-07-19,newspapers,7,2015,2148_2015-07-19
3334,2015-05-03,chicken,5,2015,3334_2015-05-03
2200,2015-10-10,soft cheese,10,2015,2200_2015-10-10
3973,2015-09-02,pip fruit,9,2015,3973_2015-09-02
2695,2015-07-04,tropical fruit,7,2015,2695_2015-07-04
3053,2015-12-25,hamburger meat,12,2015,3053_2015-12-25
2964,2015-08-11,finished products,8,2015,2964_2015-08-11
2494,2015-06-13,pot plants,6,2015,2494_2015-06-13
1603,2015-09-07,milk,9,2015,1603_2015-09-07
1264,2015-12-07,tropical fruit,12,2015,1264_2015-12-07
2809,2015-04-10,milk,4,2015,2809_2015-04-10
3180,2015-09-15,bottled beer,9,2015,3180_2015-09-15
4539,2015-03-09,milk,3,2015,4539_2015-03-09
2990,2015-06-29,frankfurter,6,2015,2990_2015-06-29
1969,2015-02-11,citrus fruit,2,2015,1969_2015-02-11
1191,2015-08-08,hamburger meat,8,2015,1191_2015-08-08
2690,2015-10-20,cream,10,2015,2690_2015-10-20
3803,2015-10-20,sausage,10,2015,3803_2015-10-20
3999,2015-04-19,yogurt,4,2015,3999_2015-04-19
3677,2015-11-30,sausage,11,2015,3677_2015-11-30
1168,2015-02-11,bottled beer,2,2015,1168_2015-02-11
1324,2015-12-27,misc. beverages,12,2015,1324_2015-12-27
3829,2015-07-10,pickled vegetables,7,2015,3829_2015-07-10
2664,2015-09-20,chicken,9,2015,2664_2015-09-20
3002,2015-01-22,chicken,1,2015,3002_2015-01-22
4305,2015-06-23,herbs,6,2015,4305_2015-06-23
2633,2015-02-14,frankfurter,2,2015,2633_2015-02-14
1120,2015-01-14,soda,1,2015,1120_2015-01-14
2870,2015-02-25,white bread,2,2015,2870_2015-02-25
2977,2015-11-16,chicken,11,2015,2977_2015-11-16
2135,2015-01-25,beef,1,2015,2135_2015-01-25
4460,2015-07-12,root vegetables,7,2015,4460_2015-07-12
2961,2015-07-21,soda,7,2015,2961_2015-07-21
2109,2015-09-24,yogurt,9,2015,2109_2015-09-24
1023,2015-06-28,white bread,6,2015,1023_2015-06-28
2645,2015-06-26,syrup,6,2015,2645_2015-06-26
2910,2015-12-04,milk,12,2015,2910_2015-12-04
3251,2015-11-09,salt,11,2015,3251_2015-11-09
2309,2015-12-29,milk,12,2015,2309_2015-12-29
2553,2015-06-21,other vegetables,6,2015,2553_2015-06-21
4100,2015-04-22,sausage,4,2015,4100_2015-04-22
2580,2015-11-17,other vegetables,11,2015,2580_2015-11-17
4628,2015-12-10,fish,12,2015,4628_2015-12-10
1073,2015-06-08,pip fruit,6,2015,1073_2015-06-08
1459,2015-07-18,citrus fruit,7,2015,1459_2015-07-18
3752,2015-08-21,dishes,8,2015,3752_2015-08-21
4655,2015-03-21,meat,3,2015,4655_2015-03-21
2484,2015-06-20,pork,6,2015,2484_2015-06-20
4990,2015-03-15,sausage,3,2015,4990_2015-03-15
2356,2015-02-02,pip fruit,2,2015,2356_2015-02-02
3476,2015-04-21,bottled water,4,2015,3476_2015-04-21
4643,2015-01-25,milk,1,2015,4643_2015-01-25
3287,2015-02-02,onions,2,2015,3287_2015-02-02
3468,2015-11-14,liver loaf,11,2015,3468_2015-11-14
2779,2015-12-27,meat,12,2015,2779_2015-12-27
3811,2015-05-11,root vegetables,5,2015,3811_2015-05-11
3122,2015-10-13,citrus fruit,10,2015,3122_2015-10-13
2874,2015-01-22,soda,1,2015,2874_2015-01-22
3148,2015-03-28,bottled beer,3,2015,3148_2015-03-28
4359,2015-09-24,dessert,9,2015,4359_2015-09-24
4510,2015-03-26,bottled beer,3,2015,4510_2015-03-26
3298,2015-04-28,roll products ,4,2015,3298_2015-04-28
3285,2015-07-12,sausage,7,2015,3285_2015-07-12
4752,2015-02-11,yogurt,2,2015,4752_2015-02-11
4741,2015-02-25,chicken,2,2015,4741_2015-02-25
3557,2015-05-24,meat,5,2015,3557_2015-05-24
4328,2015-07-21,citrus fruit,7,2015,4328_2015-07-21
1052,2015-07-06,butter milk,7,2015,1052_2015-07-06
1719,2015-09-17,nuts/prunes,9,2015,1719_2015-09-17
1360,2015-02-05,root vegetables,2,2015,1360_2015-02-05
1299,2015-06-03,bottled beer,6,2015,1299_2015-06-03
4260,2015-11-16,chicken,11,2015,4260_2015-11-16
1785,2015-07-15,butter,7,2015,1785_2015-07-15
3835,2015-01-06,tropical fruit,1,2015,3835_2015-01-06
1720,2015-12-05,root vegetables,12,2015,1720_2015-12-05
1872,2015-04-05,tropical fruit,4,2015,1872_2015-04-05
1406,2015-03-23,sausage,3,2015,1406_2015-03-23
3560,2015-09-29,bottled water,9,2015,3560_2015-09-29
4628,2015-11-29,salty snack,11,2015,4628_2015-11-29
2692,2015-10-09,beef,10,2015,2692_2015-10-09
4843,2015-05-13,milk,5,2015,4843_2015-05-13
4395,2015-06-25,ham,6,2015,4395_2015-06-25
1196,2015-11-27,mayonnaise,11,2015,1196_2015-11-27
1076,2015-05-14,frankfurter,5,2015,1076_2015-05-14
3519,2015-01-28,hamburger meat,1,2015,3519_2015-01-28
1335,2015-10-18,whipped/sour cream,10,2015,1335_2015-10-18
4988,2015-10-29,candles,10,2015,4988_2015-10-29
4437,2015-10-20,beverages,10,2015,4437_2015-10-20
2262,2015-10-04,tropical fruit,10,2015,2262_2015-10-04
4320,2015-01-07,yogurt,1,2015,4320_2015-01-07
1155,2015-04-01,milk,4,2015,1155_2015-04-01
